ScientificName,ScientificNamePopID,Family,CommonName,SerenaOrSarah,TeleostOrElasmo,MROriginLocation,RawMetabolicRate,MRRawDataOrMean,SampleSize,RawMetabolicRateUnits,RawMetabolicRateCitation,BodyMass,MassRawDataOrMean,BodyMassUnits,Temperature,TemperatureUnits,FactorialAerobicScope,binTemp
Hemiscyllium ocellatum,Hemiscyllium ocellatum,Hemiscylliidae,Epaulette shark,Sarah,Elasmo,"GBR (but hatched and held in MA, USA)",57.20544669,Raw,1,mg O2 kg^-0.89 h^-1,"Wheeler, C. R., Rummer, J. L., Bailey, B., Lockwood, J., Vance, S., & Mandelman, J. W. (2021). Future thermal regimes for epaulette sharks (Hemiscyllium ocellatum): growth and metabolic performance cease to be optimal.ÊScientific Reports,Ê11(1), 454.",19.5,Raw,g,27,ËšC,2.706358632,NA
Hemiscyllium ocellatum,Hemiscyllium ocellatum,Hemiscylliidae,Epaulette shark,Sarah,Elasmo,"GBR (but hatched and held in MA, USA)",58.47843508,Raw,1,mg O2 kg^-0.89 h^-1,"Wheeler, C. R., Rummer, J. L., Bailey, B., Lockwood, J., Vance, S., & Mandelman, J. W. (2021). Future thermal regimes for epaulette sharks (Hemiscyllium ocellatum): growth and metabolic performance cease to be optimal.ÊScientific Reports,Ê11(1), 454.",20,Raw,g,27,ËšC,2.248577234,NA
Hemiscyllium ocellatum,Hemiscyllium ocellatum,Hemiscylliidae,Epaulette shark,Sarah,Elasmo,"GBR (but hatched and held in MA, USA)",74.8972532,Raw,1,mg O2 kg^-0.89 h^-1,"Wheeler, C. R., Rummer, J. L., Bailey, B., Lockwood, J., Vance, S., & Mandelman, J. W. (2021). Future thermal regimes for epaulette sharks (Hemiscyllium ocellatum): growth and metabolic performance cease to be optimal.ÊScientific Reports,Ê11(1), 454.",19.5,Raw,g,27,ËšC,3.08273098,NA
Hemiscyllium ocellatum,Hemiscyllium ocellatum,Hemiscylliidae,Epaulette shark,Sarah,Elasmo,"GBR (but hatched and held in MA, USA)",51.17658829,Raw,1,mg O2 kg^-0.89 h^-1,"Wheeler, C. R., Rummer, J. L., Bailey, B., Lockwood, J., Vance, S., & Mandelman, J. W. (2021). Future thermal regimes for epaulette sharks (Hemiscyllium ocellatum): growth and metabolic performance cease to be optimal.ÊScientific Reports,Ê11(1), 454.",19.5,Raw,g,29,ËšC,1.842028599,NA
Hemiscyllium ocellatum,Hemiscyllium ocellatum,Hemiscylliidae,Epaulette shark,Sarah,Elasmo,"GBR (but hatched and held in MA, USA)",62.803732,Raw,1,mg O2 kg^-0.89 h^-1,"Wheeler, C. R., Rummer, J. L., Bailey, B., Lockwood, J., Vance, S., & Mandelman, J. W. (2021). Future thermal regimes for epaulette sharks (Hemiscyllium ocellatum): growth and metabolic performance cease to be optimal.ÊScientific Reports,Ê11(1), 454.",18.5,Raw,g,29,ËšC,2.128538544,NA
Hemiscyllium ocellatum,Hemiscyllium ocellatum,Hemiscylliidae,Epaulette shark,Sarah,Elasmo,"GBR (but hatched and held in MA, USA)",63.11394762,Raw,1,mg O2 kg^-0.89 h^-1,"Wheeler, C. R., Rummer, J. L., Bailey, B., Lockwood, J., Vance, S., & Mandelman, J. W. (2021). Future thermal regimes for epaulette sharks (Hemiscyllium ocellatum): growth and metabolic performance cease to be optimal.ÊScientific Reports,Ê11(1), 454.",18.5,Raw,g,29,ËšC,2.098771014,NA
Hemiscyllium ocellatum,Hemiscyllium ocellatum,Hemiscylliidae,Epaulette shark,Sarah,Elasmo,"GBR (but hatched and held in MA, USA)",72.20739649,Raw,1,mg O2 kg^-0.89 h^-1,"Wheeler, C. R., Rummer, J. L., Bailey, B., Lockwood, J., Vance, S., & Mandelman, J. W. (2021). Future thermal regimes for epaulette sharks (Hemiscyllium ocellatum): growth and metabolic performance cease to be optimal.ÊScientific Reports,Ê11(1), 454.",16.5,Raw,g,29,ËšC,2.463644823,NA
Hemiscyllium ocellatum,Hemiscyllium ocellatum,Hemiscylliidae,Epaulette shark,Sarah,Elasmo,"GBR (but hatched and held in MA, USA)",58.15782621,Raw,1,mg O2 kg^-0.89 h^-1,"Wheeler, C. R., Rummer, J. L., Bailey, B., Lockwood, J., Vance, S., & Mandelman, J. W. (2021). Future thermal regimes for epaulette sharks (Hemiscyllium ocellatum): growth and metabolic performance cease to be optimal.ÊScientific Reports,Ê11(1), 454.",19,Raw,g,29,ËšC,1.98493335,NA
Hemiscyllium ocellatum,Hemiscyllium ocellatum,Hemiscylliidae,Epaulette shark,Sarah,Elasmo,"GBR (but hatched and held in MA, USA)",77.57036079,Raw,1,mg O2 kg^-0.89 h^-1,"Wheeler, C. R., Rummer, J. L., Bailey, B., Lockwood, J., Vance, S., & Mandelman, J. W. (2021). Future thermal regimes for epaulette sharks (Hemiscyllium ocellatum): growth and metabolic performance cease to be optimal.ÊScientific Reports,Ê11(1), 454.",21,Raw,g,29,ËšC,3.503944643,NA
Hemiscyllium ocellatum,Hemiscyllium ocellatum,Hemiscylliidae,Epaulette shark,Sarah,Elasmo,"GBR (but hatched and held in MA, USA)",68.14857246,Raw,1,mg O2 kg^-0.89 h^-1,"Wheeler, C. R., Rummer, J. L., Bailey, B., Lockwood, J., Vance, S., & Mandelman, J. W. (2021). Future thermal regimes for epaulette sharks (Hemiscyllium ocellatum): growth and metabolic performance cease to be optimal.ÊScientific Reports,Ê11(1), 454.",21,Raw,g,29,ËšC,2.593403102,NA
Hemiscyllium ocellatum,Hemiscyllium ocellatum,Hemiscylliidae,Epaulette shark,Sarah,Elasmo,"GBR (but hatched and held in MA, USA)",70.14862592,Raw,1,mg O2 kg^-0.89 h^-1,"Wheeler, C. R., Rummer, J. L., Bailey, B., Lockwood, J., Vance, S., & Mandelman, J. W. (2021). Future thermal regimes for epaulette sharks (Hemiscyllium ocellatum): growth and metabolic performance cease to be optimal.ÊScientific Reports,Ê11(1), 454.",20.5,Raw,g,27,ËšC,3.383882732,NA
Hemiscyllium ocellatum,Hemiscyllium ocellatum,Hemiscylliidae,Epaulette shark,Sarah,Elasmo,"GBR (but hatched and held in MA, USA)",72.396662,Raw,1,mg O2 kg^-0.89 h^-1,"Wheeler, C. R., Rummer, J. L., Bailey, B., Lockwood, J., Vance, S., & Mandelman, J. W. (2021). Future thermal regimes for epaulette sharks (Hemiscyllium ocellatum): growth and metabolic performance cease to be optimal.ÊScientific Reports,Ê11(1), 454.",20.5,Raw,g,27,ËšC,5.089330364,NA
Hemiscyllium ocellatum,Hemiscyllium ocellatum,Hemiscylliidae,Epaulette shark,Sarah,Elasmo,"GBR (but hatched and held in MA, USA)",48.08325397,Raw,1,mg O2 kg^-0.89 h^-1,"Wheeler, C. R., Rummer, J. L., Bailey, B., Lockwood, J., Vance, S., & Mandelman, J. W. (2021). Future thermal regimes for epaulette sharks (Hemiscyllium ocellatum): growth and metabolic performance cease to be optimal.ÊScientific Reports,Ê11(1), 454.",19.5,Raw,g,27,ËšC,2.995126661,NA
Hemiscyllium ocellatum,Hemiscyllium ocellatum,Hemiscylliidae,Epaulette shark,Sarah,Elasmo,"GBR (but hatched and held in MA, USA)",58.4597202,Raw,1,mg O2 kg^-0.89 h^-1,"Wheeler, C. R., Rummer, J. L., Bailey, B., Lockwood, J., Vance, S., & Mandelman, J. W. (2021). Future thermal regimes for epaulette sharks (Hemiscyllium ocellatum): growth and metabolic performance cease to be optimal.ÊScientific Reports,Ê11(1), 454.",20.5,Raw,g,27,ËšC,4.142784602,NA
Hemiscyllium ocellatum,Hemiscyllium ocellatum,Hemiscylliidae,Epaulette shark,Sarah,Elasmo,"GBR (but hatched and held in MA, USA)",88.38911836,Raw,1,mg O2 kg^-0.89 h^-1,"Wheeler, C. R., Rummer, J. L., Bailey, B., Lockwood, J., Vance, S., & Mandelman, J. W. (2021). Future thermal regimes for epaulette sharks (Hemiscyllium ocellatum): growth and metabolic performance cease to be optimal.ÊScientific Reports,Ê11(1), 454.",21.5,Raw,g,27,ËšC,5.316018636,NA
Hemiscyllium ocellatum,Hemiscyllium ocellatum,Hemiscylliidae,Epaulette shark,Sarah,Elasmo,"GBR (but hatched and held in MA, USA)",41.76532701,Raw,1,mg O2 kg^-0.89 h^-1,"Wheeler, C. R., Rummer, J. L., Bailey, B., Lockwood, J., Vance, S., & Mandelman, J. W. (2021). Future thermal regimes for epaulette sharks (Hemiscyllium ocellatum): growth and metabolic performance cease to be optimal.ÊScientific Reports,Ê11(1), 454.",18.5,Raw,g,27,ËšC,2.081760015,NA
Hemiscyllium ocellatum,Hemiscyllium ocellatum,Hemiscylliidae,Epaulette shark,Sarah,Elasmo,"GBR (but hatched and held in MA, USA)",23.2334877,Raw,1,mg O2 kg^-0.89 h^-1,"Wheeler, C. R., Rummer, J. L., Bailey, B., Lockwood, J., Vance, S., & Mandelman, J. W. (2021). Future thermal regimes for epaulette sharks (Hemiscyllium ocellatum): growth and metabolic performance cease to be optimal.ÊScientific Reports,Ê11(1), 454.",16,Raw,g,31,ËšC,1.677370249,NA
Hemiscyllium ocellatum,Hemiscyllium ocellatum,Hemiscylliidae,Epaulette shark,Sarah,Elasmo,"GBR (but hatched and held in MA, USA)",54.53912136,Raw,1,mg O2 kg^-0.89 h^-1,"Wheeler, C. R., Rummer, J. L., Bailey, B., Lockwood, J., Vance, S., & Mandelman, J. W. (2021). Future thermal regimes for epaulette sharks (Hemiscyllium ocellatum): growth and metabolic performance cease to be optimal.ÊScientific Reports,Ê11(1), 454.",18.5,Raw,g,31,ËšC,2.68403035,NA
Hemiscyllium ocellatum,Hemiscyllium ocellatum,Hemiscylliidae,Epaulette shark,Sarah,Elasmo,"GBR (but hatched and held in MA, USA)",28.88636816,Raw,1,mg O2 kg^-0.89 h^-1,"Wheeler, C. R., Rummer, J. L., Bailey, B., Lockwood, J., Vance, S., & Mandelman, J. W. (2021). Future thermal regimes for epaulette sharks (Hemiscyllium ocellatum): growth and metabolic performance cease to be optimal.ÊScientific Reports,Ê11(1), 454.",18.5,Raw,g,31,ËšC,1.803457732,NA
Hemiscyllium ocellatum,Hemiscyllium ocellatum,Hemiscylliidae,Epaulette shark,Sarah,Elasmo,"GBR (but hatched and held in MA, USA)",54.67313757,Raw,1,mg O2 kg^-0.89 h^-1,"Wheeler, C. R., Rummer, J. L., Bailey, B., Lockwood, J., Vance, S., & Mandelman, J. W. (2021). Future thermal regimes for epaulette sharks (Hemiscyllium ocellatum): growth and metabolic performance cease to be optimal.ÊScientific Reports,Ê11(1), 454.",17.5,Raw,g,31,ËšC,2.201613697,NA
Hemiscyllium ocellatum,Hemiscyllium ocellatum,Hemiscylliidae,Epaulette shark,Sarah,Elasmo,"GBR (but hatched and held in MA, USA)",27.99410862,Raw,1,mg O2 kg^-0.89 h^-1,"Wheeler, C. R., Rummer, J. L., Bailey, B., Lockwood, J., Vance, S., & Mandelman, J. W. (2021). Future thermal regimes for epaulette sharks (Hemiscyllium ocellatum): growth and metabolic performance cease to be optimal.ÊScientific Reports,Ê11(1), 454.",16,Raw,g,31,ËšC,1.683803992,NA
Hemiscyllium ocellatum,Hemiscyllium ocellatum,Hemiscylliidae,Epaulette shark,Sarah,Elasmo,"GBR (but hatched and held in MA, USA)",69.49014851,Raw,1,mg O2 kg^-0.89 h^-1,"Wheeler, C. R., Rummer, J. L., Bailey, B., Lockwood, J., Vance, S., & Mandelman, J. W. (2021). Future thermal regimes for epaulette sharks (Hemiscyllium ocellatum): growth and metabolic performance cease to be optimal.ÊScientific Reports,Ê11(1), 454.",18.20769231,Raw,g,30.05230769,ËšC,3.197199907,NA
Leucoraja erinacea,Leucoraja erinacea GB,Rajidae,Little skate,Sarah,Elasmo,Georges Bank,4.74,Raw,1,mg O2 h^-1,"Di Santo, V. (2016). Intraspecific variation in physiological performance of a benthic elasmobranch challenged by ocean acidification and warming.ÊJournal of Experimental Biology,Ê219(11), 1725-1733.",0.013,Raw,kg,15,ËšC,10.03636367,NA
Leucoraja erinacea,Leucoraja erinacea GB,Rajidae,Little skate,Sarah,Elasmo,Georges Bank,3.15,Raw,1,mg O2 h^-1,"Di Santo, V. (2016). Intraspecific variation in physiological performance of a benthic elasmobranch challenged by ocean acidification and warming.ÊJournal of Experimental Biology,Ê219(11), 1725-1733.",0.012,Raw,kg,15,ËšC,6,NA
Leucoraja erinacea,Leucoraja erinacea GB,Rajidae,Little skate,Sarah,Elasmo,Georges Bank,3.53,Raw,1,mg O2 h^-1,"Di Santo, V. (2016). Intraspecific variation in physiological performance of a benthic elasmobranch challenged by ocean acidification and warming.ÊJournal of Experimental Biology,Ê219(11), 1725-1733.",0.014,Raw,kg,15,ËšC,7.448275903,NA
Leucoraja erinacea,Leucoraja erinacea GB,Rajidae,Little skate,Sarah,Elasmo,Georges Bank,3.95,Raw,1,mg O2 h^-1,"Di Santo, V. (2016). Intraspecific variation in physiological performance of a benthic elasmobranch challenged by ocean acidification and warming.ÊJournal of Experimental Biology,Ê219(11), 1725-1733.",0.011,Raw,kg,15,ËšC,8.357142828,NA
Leucoraja erinacea,Leucoraja erinacea GB,Rajidae,Little skate,Sarah,Elasmo,Georges Bank,4.17,Raw,1,mg O2 h^-1,"Di Santo, V. (2016). Intraspecific variation in physiological performance of a benthic elasmobranch challenged by ocean acidification and warming.ÊJournal of Experimental Biology,Ê219(11), 1725-1733.",0.014,Raw,kg,15,ËšC,5.214953254,NA
